ENTRADAS;VISITAS_PAGINAS;GASTO_TOTAL;PRECIO_MEDIO_ENTRADA;TRANSACCIONES;CCAA;PROVINCIA;AÑO;MES
5;21;253,5;58,75;4;Galicia;Pontevedra;2019;8
461;31868;20417,225;39,1102;201;Castilla - La Mancha;Toledo;2019;8
1437;83799;126287,433;74,8169;730;Cataluña;Girona;2019;8
590;37882;46220,1562;69,7997;209;Comunitat Valenciana;Alicante/Alacant;2019;8
1598;57152;84697,7248;39,8089;586;Andalucía;Cádiz;2019;8
223;5233;26956,4446;67,5356;83;Canarias;Santa Cruz de Tenerife;2019;8
236;2131;10312,422;41,8397;68;Comunitat Valenciana;Castellón/Castelló;2019;8
506;32624;37631,2276;53,6278;183;Andalucía;Sevilla;2019;8
2;7;142;71;1;Castilla - La Mancha;Cuenca;2019;8
4;12;60;15;2;Castilla y León;Burgos;2019;8
123;3119;7164,7462;43,8953;44;Comunidad Foral de Navarra;Navarra;2019;8
119;1399;7887,0302;68,0821;42;Illes Balears;Illes Balears;2019;8
36;318;2149,1288;50,2821;16;La Rioja;La Rioja;2019;8
1540;106963;78646,4202;46,7754;476;Cantabria;Cantabria;2019;8
59;1224;4562,1608;65,9782;21;Aragón;Teruel;2019;8
2;6;91,6;45,8;1;Andalucía;Huelva;2019;8
1481;63548;93432,9389;46,0113;597;Comunitat Valenciana;Valencia/València;2019;8
573;22336;24796,4373;47,468;197;País Vasco;Araba/Álava;2019;8
63014;12914317;3530938,755;48,1322;25725;Comunidad de Madrid;Madrid;2019;8
1302;124644;61821,467;40,2756;392;País Vasco;Bizkaia;2019;8
247;2193;26854,5059;101,7258;84;Cataluña;Lleida;2019;8
12;34;475,5;41,375;5;Galicia;A Coruña;2019;8
151;1502;5599,1875;35,1032;47;Aragón;Zaragoza;2019;8
912;38767;49530,8473;51,3594;287;Andalucía;Almería;2019;8
565;10659;31569,3809;45,4086;138;Región de Murcia;Murcia;2019;8
2796;347699;103432,0406;49,8798;904;Canarias;Las Palmas;2019;8
10;32;590;49,3333;6;Andalucía;Córdoba;2019;8
31958;5613134;1652893,108;54,1215;14379;Cataluña;Barcelona;2019;8
96;1535;4346,542;64,7877;30;Principado de Asturias;Asturias;2019;8
466;3100;7183,4832;15,4152;176;Andalucía;Jaén;2019;8
952;13646;47551,3403;63,3454;324;Andalucía;Málaga;2019;8
88;1057;5294,6814;62,8124;35;Andalucía;Granada;2019;8
4;12;440;110;2;Castilla y León;Valladolid;2019;8
87;856;4706,4576;52,4924;34;Extremadura;Cáceres;2019;8
1339;98740;61968,8826;38,7337;524;Extremadura;Badajoz;2019;8
1273;45104;114305,3518;77,6077;477;Cataluña;Tarragona;2019;8
2;4;73,4;36,7;1;Castilla y León;León;2019;8
106;844;3672,4676;37,787;36;Región de Murcia;Murcia;2019;9
4;44;400;100;1;Aragón;Teruel;2019;9
16;30;466;19,75;6;Andalucía;Córdoba;2019;9
1802;182245;90275,0081;59,6112;545;Andalucía;Cádiz;2019;9
594;77229;42953,5089;47,6622;228;Andalucía;Almería;2019;9
445;31930;19783,377;44,2145;133;País Vasco;Bizkaia;2019;9
73;1521;3800,4952;63,3478;28;Cantabria;Cantabria;2019;9
6;29;540;90;3;Castilla y León;Valladolid;2019;9
709;35983;31065,1442;36,6285;195;Aragón;Zaragoza;2019;9
821;40225;29516,0073;37,886;369;País Vasco;Araba/Álava;2019;9
112;831;5828,0404;59,8358;46;Comunitat Valenciana;Castellón/Castelló;2019;9
58;295;4396,2754;73,2228;22;Andalucía;Granada;2019;9
234;2743;10718,117;86,6426;64;Illes Balears;Illes Balears;2019;9
1;6;33,45;33,45;1;Extremadura;Badajoz;2019;9
6;18;219;31,6667;3;Castilla y León;Ávila;2019;9
86;621;9308,3874;97,4256;30;Cataluña;Lleida;2019;9
4;8;120;30;1;Castilla y León;Burgos;2019;9
664;11912;49856,8168;75,3816;300;Cataluña;Girona;2019;9
1;22;34,5;34,5;1;Castilla - La Mancha;Guadalajara;2019;9
2;9;73,4;36,7;1;Castilla y León;León;2019;9
12;249;474,9816;39,5818;11;Extremadura;Cáceres;2019;9
64;640;3349,268;59,6509;19;País Vasco;Gipuzkoa;2019;9
93916;24560663;5082258,18;45,8754;38108;Comunidad de Madrid;Madrid;2019;9
363;10108;14963,1893;40,1092;164;Castilla - La Mancha;Toledo;2019;9
295;16863;17740,7177;87,1316;118;Comunitat Valenciana;Alicante/Alacant;2019;9
54246;12737096;2923209,525;53,6847;23069;Cataluña;Barcelona;2019;9
120;2346;15475,8052;84,8644;44;Canarias;Santa Cruz de Tenerife;2019;9
100;672;1598,008;16,9098;36;Andalucía;Jaén;2019;9
392;5555;19036,4072;50,7492;162;Andalucía;Málaga;2019;9
602;37676;24298,7552;32,8304;185;La Rioja;La Rioja;2019;9
44;440;3236,6312;57,0171;16;Principado de Asturias;Asturias;2019;9
742;118649;40917,3361;52,9364;282;Andalucía;Sevilla;2019;9
494;13040;35641,6642;65,5892;190;Cataluña;Tarragona;2019;9
5;13;132,72;37,59;3;Galicia;Pontevedra;2019;9
14;129;556,5294;39,7521;7;Galicia;A Coruña;2019;9
3995;199600;153077,3572;42,0749;1524;Comunitat Valenciana;Valencia/València;2019;9
8;18;839,8;132,8833;4;Castilla y León;Segovia;2019;9
116;1380;6984,4892;47,4036;47;Comunidad Foral de Navarra;Navarra;2019;9
706;58497;27044,7641;51,8466;243;Canarias;Las Palmas;2019;9
1;3;35,5;35,5;1;Castilla - La Mancha;Cuenca;2019;9
1096;49575;76247,6347;58,9882;410;Cataluña;Tarragona;2019;10
30;294;2587,2505;87,5833;12;Canarias;Santa Cruz de Tenerife;2019;10
55308;12578134;3288119,266;49,0322;22435;Cataluña;Barcelona;2019;10
14;34;375,6;24,9667;6;Andalucía;Córdoba;2019;10
74;1911;3940,5128;42,7876;35;Principado de Asturias;Asturias;2019;10
121147;26292809;6893169,316;44,1905;46835;Comunidad de Madrid;Madrid;2019;10
1163;46778;58576,5073;55,5805;365;Andalucía;Málaga;2019;10
164;1715;11276,2572;51,1915;52;Cantabria;Cantabria;2019;10
197;3781;13836,955;62,2767;64;Comunitat Valenciana;Alicante/Alacant;2019;10
781;86829;49082,1451;85,7874;302;Illes Balears;Illes Balears;2019;10
363;8233;22872,3764;47,2336;125;Andalucía;Cádiz;2019;10
3;11;342,1;110,275;2;Castilla y León;Valladolid;2019;10
19;267;736,7404;44,0815;13;Extremadura;Cáceres;2019;10
96;784;6096,5919;71,2068;39;Andalucía;Granada;2019;10
254;31156;15854,5687;47,7011;104;Andalucía;Almería;2019;10
54;364;2323,73;45,9013;25;Castilla y León;León;2019;10
2;5;104;52;1;Extremadura;Badajoz;2019;10
2;5;112;56;1;Castilla y León;Salamanca;2019;10
7;16;441,5469;58,4024;5;Castilla - La Mancha;Guadalajara;2019;10
16;65;906,5;41;8;Cataluña;Lleida;2019;10
4;7;100;25;2;Castilla y León;Ávila;2019;10
4533;826755;240163,9464;38,0995;1240;Aragón;Zaragoza;2019;10
143;1706;6391,0561;44,6927;63;Galicia;A Coruña;2019;10
58;249;2964,5536;47,9368;21;La Rioja;La Rioja;2019;10
9;18;202,5;22,5;3;Castilla y León;Burgos;2019;10
147;1313;7457,0785;47,2584;61;Comunitat Valenciana;Castellón/Castelló;2019;10
183;7673;8018,4012;43,8164;50;Castilla - La Mancha;Albacete;2019;10
2;32;60;30;1;País Vasco;Gipuzkoa;2019;10
1;5;180;180;1;Castilla y León;Segovia;2019;10
268;4400;21421,8675;60,7759;85;Comunidad Foral de Navarra;Navarra;2019;10
6021;256741;221399,3012;35,2145;2290;Comunitat Valenciana;Valencia/València;2019;10
14;190;1436,5976;104,8659;5;Aragón;Teruel;2019;10
260;3009;12450,0576;55,2533;71;Región de Murcia;Murcia;2019;10
812;22151;49865,1165;57,4414;290;Cataluña;Girona;2019;10
1;9;33,5;33,5;1;Andalucía;Jaén;2019;10
326;10029;13467,344;37,128;110;País Vasco;Bizkaia;2019;10
4084;1329986;235724,2027;42,54;1237;Andalucía;Sevilla;2019;10
1;4;99;99;1;Andalucía;Huelva;2019;10
382;6750;16432,4081;44,1782;150;Castilla - La Mancha;Toledo;2019;10
175;5646;8362,8544;38,7357;82;País Vasco;Araba/Álava;2019;10
2126;311049;81945,7803;54,171;675;Canarias;Las Palmas;2019;10
4;15;804,8;201,2;2;Castilla y León;Segovia;2019;11
7;6;346,038;39,6345;3;Andalucía;Jaén;2019;11
4002;1063263;206696,3885;46,8938;1150;Andalucía;Málaga;2019;11
189;6338;7564,9838;77,0263;90;Comunidad Foral de Navarra;Navarra;2019;11
128;3348;5101,905;30,4285;52;País Vasco;Araba/Álava;2019;11
64;54;3535,7856;46,3781;16;Andalucía;Córdoba;2019;11
1;3;18,809;18,809;1;Extremadura;Badajoz;2019;11
53;414;1535,1091;35,7434;17;Región de Murcia;Murcia;2019;11
305;30768;17172,8848;99,199;123;Illes Balears;Illes Balears;2019;11
13;282;544,225;43,8175;11;Extremadura;Cáceres;2019;11
209;4215;3898,7619;49,9467;87;Andalucía;Sevilla;2019;11
2;2;50;25;1;Castilla y León;Ávila;2019;11
2;4;109,14;54,57;1;País Vasco;Bizkaia;2019;11
127;2050;7469,1875;58,8125;32;País Vasco;Gipuzkoa;2019;11
46;856;2793,607;52,2586;17;Andalucía;Almería;2019;11
144475;33306973;8193451,726;44,475;54128;Comunidad de Madrid;Madrid;2019;11
47;941;1897,858;44,9762;22;Castilla y León;León;2019;11
15;274;579,366;38,6244;4;Principado de Asturias;Asturias;2019;11
75249;15236849;4579321,729;50,0887;29632;Cataluña;Barcelona;2019;11
86;10746;3457,716;40,206;42;Galicia;A Coruña;2019;11
283;9350;13864,0029;34,9201;101;Aragón;Zaragoza;2019;11
1456;82170;86803,775;88,5278;604;Cataluña;Tarragona;2019;11
233;4030;9576,984;78,5181;67;Andalucía;Granada;2019;11
116;2020;5130,186;42,4769;49;Andalucía;Cádiz;2019;11
6;37;324;54;2;Castilla y León;Valladolid;2019;11
11;34;309,925;28,175;6;Castilla y León;Salamanca;2019;11
146;7533;10285,0179;54,2483;44;Cantabria;Cantabria;2019;11
2321;69776;129562,7462;57,5167;775;Cataluña;Girona;2019;11
2;10;89;44,5;2;Castilla - La Mancha;Guadalajara;2019;11
8;33;123,6;15,45;4;Castilla y León;Burgos;2019;11
302;21768;12418,832;78,1078;97;Cataluña;Lleida;2019;11
73;3420;4086,7412;63,7515;31;Comunitat Valenciana;Alicante/Alacant;2019;11
8;90;1003,872;125,484;5;Aragón;Huesca;2019;11
210;5242;8169,1188;39,4637;92;Comunitat Valenciana;Castellón/Castelló;2019;11
107;2147;5445,0619;35,9258;39;La Rioja;La Rioja;2019;11
7;127;385,98;52,99;4;Aragón;Teruel;2019;11
255;16579;9028,0178;52,9235;92;Canarias;Las Palmas;2019;11
276;4283;15502,4931;50,9287;113;Castilla - La Mancha;Toledo;2019;11
15;129;1800,34;91,32;7;Canarias;Santa Cruz de Tenerife;2019;11
7221;348618;271066,9865;35,8155;2646;Comunitat Valenciana;Valencia/València;2019;11
5;7;740;148;1;Galicia;A Coruña;2019;12
17605;2914686;878152,463;38,515;5081;Comunitat Valenciana;Valencia/València;2019;12
1045;41977;45811,4087;58,9456;468;Cataluña;Tarragona;2019;12
456;8542;15383,1292;28,035;126;Aragón;Zaragoza;2019;12
44;769;1711,1884;34,7272;28;País Vasco;Araba/Álava;2019;12
54;1057;2726,731;33,8331;21;Andalucía;Almería;2019;12
16;8;1080,8;50,1333;3;La Rioja;La Rioja;2019;12
14;40;687,7738;49,1267;6;Andalucía;Córdoba;2019;12
12;67;802,1565;69,2557;5;Canarias;Las Palmas;2019;12
1932;176543;112865,9982;108,5825;519;Illes Balears;Illes Balears;2019;12
1;1;34,5;34,5;1;Castilla - La Mancha;Guadalajara;2019;12
580;24978;31557,365;62,2388;155;Andalucía;Cádiz;2019;12
61;347;3008,4784;119,2112;18;Región de Murcia;Murcia;2019;12
11;228;383,4601;34,8981;9;Extremadura;Cáceres;2019;12
115439;37876184;7483198,952;52,3859;44497;Cataluña;Barcelona;2019;12
1647;103056;68993,4702;52,5882;494;Andalucía;Málaga;2019;12
46;537;2513,4156;43,6832;15;Cantabria;Cantabria;2019;12
515;19375;19293,6909;61,5931;167;Andalucía;Granada;2019;12
29;71;1333,0003;47,8889;9;Extremadura;Badajoz;2019;12
60;625;3295,9514;62,4104;27;Comunitat Valenciana;Alicante/Alacant;2019;12
31;115;6696,835;126,1046;9;Canarias;Santa Cruz de Tenerife;2019;12
86;1229;4359,832;69,9935;37;Castilla y León;Valladolid;2019;12
2;25;318,24;159,12;1;Aragón;Huesca;2019;12
5113;725549;319107,1167;63,916;1521;Cataluña;Girona;2019;12
8;34;287,936;41,7197;7;Andalucía;Jaén;2019;12
11;232;330;30;5;Principado de Asturias;Asturias;2019;12
6;92;666,5;86,65;3;Galicia;Pontevedra;2019;12
5;16;93,75;18,75;2;Castilla y León;Burgos;2019;12
207;2244;10604,7635;59,5746;83;Andalucía;Sevilla;2019;12
134;1019;5217,3839;40,4568;75;Comunitat Valenciana;Castellón/Castelló;2019;12
608;36342;36566,5141;67,6398;184;Cataluña;Lleida;2019;12
9;77;1053;117;2;Aragón;Teruel;2019;12
557;35040;37207,1688;45,4051;224;Castilla - La Mancha;Toledo;2019;12
3;13;284,784;116,892;2;Castilla y León;Segovia;2019;12
3;45;367,6854;122,5618;3;Andalucía;Huelva;2019;12
2;13;109,76;54,88;1;Castilla y León;León;2019;12
133;3176;8506,3097;110,7155;37;País Vasco;Bizkaia;2019;12
168088;43269813;10043687,63;45,2367;62326;Comunidad de Madrid;Madrid;2019;12
825;89155;58145,8815;52,7392;322;Castilla - La Mancha;Toledo;2020;1
1219;33538;72874,1927;56,4582;470;Cataluña;Girona;2020;1
26;256;2663,16;106,9075;9;Principado de Asturias;Asturias;2020;1
757;33377;38175,9436;52,7371;209;Andalucía;Cádiz;2020;1
8756;1084985;349669,655;35,9039;3033;Comunitat Valenciana;Valencia/València;2020;1
154;32760;9534,6368;53,2067;42;Castilla y León;Salamanca;2020;1
389;7401;10396,3758;44,6019;166;Andalucía;Sevilla;2020;1
6;10;884,01;130,0025;2;Castilla - La Mancha;Cuenca;2020;1
95439;34838540;5638221,865;51,855;38283;Cataluña;Barcelona;2020;1
177;5184;10552,008;55,8246;52;Comunitat Valenciana;Alicante/Alacant;2020;1
82;2580;2193,676;38,2074;35;Andalucía;Jaén;2020;1
829;36072;46519,2149;63,448;245;Andalucía;Málaga;2020;1
27;191;2251,944;78,929;7;Cantabria;Cantabria;2020;1
221;5050;6468,1799;51,9015;99;Andalucía;Granada;2020;1
64;1434;2817,227;43,3234;36;Extremadura;Cáceres;2020;1
75;984;6548,865;87,3182;22;Extremadura;Badajoz;2020;1
26;146;1413,093;44,7327;17;Comunitat Valenciana;Castellón/Castelló;2020;1
36;371;4389,6852;121,9357;12;Galicia;Pontevedra;2020;1
67;1296;1791,868;26,3843;25;Aragón;Zaragoza;2020;1
21;192;2410,8;114,8;5;Galicia;A Coruña;2020;1
156;3064;12819,0378;79,5196;45;País Vasco;Bizkaia;2020;1
824;52665;31702,8365;85,1054;330;Illes Balears;Illes Balears;2020;1
925;23150;44361,2544;63,4357;378;Cataluña;Tarragona;2020;1
12;15;1800;150;1;La Rioja;La Rioja;2020;1
5;2;787,5;157,5;1;Ceuta;Ceuta;2020;1
45;908;2860,1487;67,2739;16;Andalucía;Almería;2020;1
15;510;1171,25;60,575;3;Castilla y León;León;2020;1
14;70;745,2662;53,2333;6;Andalucía;Córdoba;2020;1
3;54;248,0001;82,6667;3;Comunidad Foral de Navarra;Navarra;2020;1
25;215;1992,0002;70,963;12;Castilla y León;Valladolid;2020;1
14;98;4197,184;244,876;7;Castilla y León;Segovia;2020;1
241;4832;15186,6401;76,9325;80;Cataluña;Lleida;2020;1
9;74;949,3481;100,1869;9;Andalucía;Huelva;2020;1
10;309;246,48;24,648;10;País Vasco;Araba/Álava;2020;1
16;127;1029,6;59,8667;8;Canarias;Las Palmas;2020;1
27;152;2108,2442;77,0305;13;Canarias;Santa Cruz de Tenerife;2020;1
151630;45429476;8195432,765;44,1616;59657;Comunidad de Madrid;Madrid;2020;1
73;232;3806,814;45,0018;16;Región de Murcia;Murcia;2020;1
25;257;2260,2802;66,8934;9;Principado de Asturias;Asturias;2020;2
12;56;2489,75;219,4167;5;Castilla y León;Segovia;2020;2
15;4004;939;62,6;4;Castilla y León;Salamanca;2020;2
12;79;1780,8;106,4;4;Galicia;Pontevedra;2020;2
81;1019;3049,8938;44,7252;34;Cantabria;Cantabria;2020;2
24;101;1430;55,75;5;La Rioja;La Rioja;2020;2
859;116194;43297,1819;54,3099;279;Comunitat Valenciana;Alicante/Alacant;2020;2
7;5;245;35;1;Comunidad Foral de Navarra;Navarra;2020;2
160;2907;11619,7014;88,5189;50;Cataluña;Lleida;2020;2
197;2909;6216,3246;59,1044;86;País Vasco;Bizkaia;2020;2
106455;27488705;5377219,406;41,978;42519;Comunidad de Madrid;Madrid;2020;2
20;309;1506,68;72,18;9;Illes Balears;Illes Balears;2020;2
100;4734;8459,78;84,5978;33;Extremadura;Badajoz;2020;2
1;6;108,405;108,405;1;Andalucía;Huelva;2020;2
527;15847;10598,0747;38,4962;225;Andalucía;Sevilla;2020;2
2;4;80;40;1;Andalucía;Jaén;2020;2
2184;149115;102483,2217;43,3545;625;Andalucía;Málaga;2020;2
515;28844;36054,2825;48,4859;195;Castilla - La Mancha;Toledo;2020;2
22;343;1372,5836;71,8833;11;Canarias;Santa Cruz de Tenerife;2020;2
4822;186596;158023,6182;36,5715;1928;Comunitat Valenciana;Valencia/València;2020;2
3;25;105;32,5;2;Canarias;Las Palmas;2020;2
656;53791;38545,8623;93,5819;192;Región de Murcia;Murcia;2020;2
1;1;99;99;1;Aragón;Teruel;2020;2
398;22132;17197,764;32,818;108;Andalucía;Córdoba;2020;2
93;1326;3706,6588;39,8007;43;Andalucía;Cádiz;2020;2
1850;237440;98974,8713;49,2121;718;Cataluña;Girona;2020;2
52;1375;2906,8918;50,3345;17;Andalucía;Almería;2020;2
6;1;306;51;1;Castilla - La Mancha;Cuenca;2020;2
2;11;111;55,5;2;Castilla - La Mancha;Guadalajara;2020;2
19;711;627,7713;33,2429;12;Extremadura;Cáceres;2020;2
54;2064;2698,7668;61,7594;19;Comunitat Valenciana;Castellón/Castelló;2020;2
16;92;1084,36;67,1017;7;Castilla y León;Valladolid;2020;2
82;952;2454,1074;45,3251;39;Aragón;Zaragoza;2020;2
126;3894;7743,1108;44,73;46;Galicia;A Coruña;2020;2
3;10;108;36;1;Castilla y León;Zamora;2020;2
53617;10727780;2866592,418;47,7949;22285;Cataluña;Barcelona;2020;2
33;398;1675,4562;50,7714;11;Castilla y León;Ávila;2020;2
219;5827;6222,7131;68,6134;100;Andalucía;Granada;2020;2
989;164919;27777,4215;55,8492;415;Cataluña;Tarragona;2020;2
367;125673;20916,1374;56,9922;108;Castilla y León;León;2020;2
140;7020;6535,1103;46,3673;48;Región de Murcia;Murcia;2020;3
821;57200;23978,8262;32,9344;362;Comunitat Valenciana;Valencia/València;2020;3
9;260;267,975;29,775;4;Extremadura;Cáceres;2020;3
768;45848;31285,725;60,6292;216;Andalucía;Córdoba;2020;3
51;783;1714,059;33,609;21;Comunidad Foral de Navarra;Navarra;2020;3
11;247;618,75;56,25;4;Andalucía;Almería;2020;3
134;4646;6569,8458;49,0287;40;Galicia;A Coruña;2020;3
8;66;1148,298;119,0745;3;Illes Balears;Illes Balears;2020;3
56;981;2131,5;38,0625;16;Castilla y León;Ávila;2020;3
46;562;1887,9918;41,0433;12;Aragón;Zaragoza;2020;3
1;10;12;12;1;Castilla y León;Zamora;2020;3
4;48;136;34;2;Andalucía;Cádiz;2020;3
2;9;44;22;1;Cantabria;Cantabria;2020;3
11800;3078059;678619,1697;49,2786;4804;Cataluña;Barcelona;2020;3
18;310;1235,5504;79,1268;9;Andalucía;Granada;2020;3
101;1557;7014,4913;52,2185;41;Cataluña;Tarragona;2020;3
9;62;1125,234;93,8335;3;Principado de Asturias;Asturias;2020;3
4;22;217,2;54,3;2;Galicia;Pontevedra;2020;3
18066;3255408;812729,9798;39,0122;7778;Comunidad de Madrid;Madrid;2020;3
109;6457;7812,4759;51,3069;43;Castilla - La Mancha;Toledo;2020;3
8;67;614,47;74,785;4;Cataluña;Lleida;2020;3
2;12;113,99;56,995;1;Castilla y León;Segovia;2020;3
2;58;100;50;1;Comunitat Valenciana;Alicante/Alacant;2020;3
115;1017;7400,4048;77,9941;50;Cataluña;Girona;2020;3
2;20;110,385;55,1925;2;Comunitat Valenciana;Castellón/Castelló;2020;3
113;1218;3156,3173;42,4631;49;Andalucía;Sevilla;2020;3
486;21476;25442,7128;82,4497;129;Andalucía;Málaga;2020;3
4;11;90;22,5;2;La Rioja;La Rioja;2020;3
12;51;633,15;52,7625;9;Andalucía;Jaén;2020;3
7;69;695,2995;99,3285;3;País Vasco;Bizkaia;2020;3
979;90967;36844,8444;43,5841;765;Comunidad de Madrid;Madrid;2020;4
1;1;25;25;1;Canarias;Las Palmas;2020;4
9;8;580,625;59,4433;4;Cataluña;Girona;2020;4
2;3;124,62;62,31;1;Cataluña;Lleida;2020;4
233;14208;10136,2732;63,3445;163;Cataluña;Barcelona;2020;4
1;3;87,3425;87,3425;1;Castilla - La Mancha;Toledo;2020;4
2;2;119,35;59,675;2;Cataluña;Tarragona;2020;4
2;7;140,16;70,08;1;Cantabria;Cantabria;2020;4
13;27;732,78;61,533;8;Cataluña;Girona;2020;5
3;1;154,05;51,35;1;Andalucía;Málaga;2020;5
6;10;213;35,5;2;Comunidad Foral de Navarra;Navarra;2020;5
766;26572;31458,1278;47,3363;568;Comunidad de Madrid;Madrid;2020;5
2;2;40;20;1;País Vasco;Gipuzkoa;2020;5
14;66;815,31;55,4138;6;Castilla - La Mancha;Toledo;2020;5
2;23;91,6;45,8;1;Andalucía;Almería;2020;5
2;5;651;325,5;1;Región de Murcia;Murcia;2020;5
1;2;37,4325;37,4325;1;Castilla - La Mancha;Guadalajara;2020;5
3;7;111,4;37,1333;3;Comunitat Valenciana;Valencia/València;2020;5
15;14;1184,05;62,733;6;Cataluña;Tarragona;2020;5
2;5;110,453;55,2265;1;Comunitat Valenciana;Alicante/Alacant;2020;5
4;8;168;42;2;Andalucía;Cádiz;2020;5
9;2;1428,3508;156,3564;2;Cataluña;Lleida;2020;5
590;40620;16319,779;59,5315;406;Cataluña;Barcelona;2020;5
4;4;316;79;1;Cantabria;Cantabria;2020;5
147;499;11815,8163;74,1718;69;Cataluña;Girona;2020;6
7;5;490;70;2;Castilla y León;Salamanca;2020;6
2;3;222;111;1;Castilla y León;León;2020;6
9;29;616;65,625;5;Andalucía;Sevilla;2020;6
13;49;1184,005;81,5008;5;Comunitat Valenciana;Alicante/Alacant;2020;6
17;188;1368,72;80,42;5;Cantabria;Cantabria;2020;6
12;24;900,084;62,0307;5;Principado de Asturias;Asturias;2020;6
3;9;758,2;194,65;2;La Rioja;La Rioja;2020;6
27;260;1478,4881;58,9451;12;Andalucía;Málaga;2020;6
54;253;5161,9153;94,1228;23;Cataluña;Tarragona;2020;6
3225;49871;109561,621;40,0817;1547;Comunidad de Madrid;Madrid;2020;6
2793;68075;129793,7855;53,2203;1426;Cataluña;Barcelona;2020;6
69;438;8759,2626;122,4186;23;Cataluña;Lleida;2020;6
57;614;3966,8466;80,7958;19;Andalucía;Almería;2020;6
2;5;100;50;1;Castilla y León;Valladolid;2020;6
20;84;651,132;32,5566;7;Aragón;Zaragoza;2020;6
2;2;240;120;1;País Vasco;Bizkaia;2020;6
44;164;2953,75;70,9325;14;Andalucía;Cádiz;2020;6
2;7;196,224;98,112;1;Illes Balears;Illes Balears;2020;6
8;26;248,2464;31,0308;3;Comunidad Foral de Navarra;Navarra;2020;6
18;47;1957,212;108,734;5;Aragón;Teruel;2020;6
4;17;72,44;18,11;3;Canarias;Santa Cruz de Tenerife;2020;6
8;27;561,9598;65,4967;4;Andalucía;Granada;2020;6
98;950;9272,1806;80,7945;32;Castilla - La Mancha;Toledo;2020;6
6;12;786,006;131,001;2;Andalucía;Córdoba;2020;6
5;15;422,7;88,875;2;Canarias;Las Palmas;2020;6
129;1602;6170,8679;45,8991;56;Comunitat Valenciana;Valencia/València;2020;6
8;11;539;55,8333;4;Región de Murcia;Murcia;2020;6
2;2;142;71;1;Castilla - La Mancha;Cuenca;2020;6
388;3014;15037,0176;38,7552;112;País Vasco;Gipuzkoa;2020;6
10;17;628,8416;61,3552;5;Canarias;Santa Cruz de Tenerife;2020;7
6943;360042;328629,576;54,3088;3191;Cataluña;Barcelona;2020;7
3;27;100,5;33,25;2;Andalucía;Sevilla;2020;7
14;4;773,85;51,925;6;Andalucía;Córdoba;2020;7
2;6;122;61;1;Castilla y León;Ávila;2020;7
128;758;9762,6423;64,7897;54;Cataluña;Tarragona;2020;7
11288;328503;399054,4281;43,7568;5074;Comunidad de Madrid;Madrid;2020;7
4;15;303,04;75,76;2;Castilla - La Mancha;Cuenca;2020;7
1;3;55;55;1;Galicia;Pontevedra;2020;7
8;16;1760;220;2;Andalucía;Jaén;2020;7
400;3552;19922,4242;61,5048;116;Andalucía;Málaga;2020;7
28;79;1843,1117;60,1426;10;Principado de Asturias;Asturias;2020;7
153;1511;5382,8916;32,7572;48;País Vasco;Bizkaia;2020;7
4;16;140;35;2;Extremadura;Cáceres;2020;7
312;2448;25994,9343;80,9129;149;Cataluña;Girona;2020;7
29;188;2572,8575;60,2772;8;Aragón;Teruel;2020;7
31;184;1854,7822;49,1257;11;Comunidad Foral de Navarra;Navarra;2020;7
40;391;1433,924;35,8481;13;País Vasco;Araba/Álava;2020;7
5;6;573;104,6667;3;Canarias;Las Palmas;2020;7
412;19580;32644,257;54,8835;146;Castilla - La Mancha;Toledo;2020;7
478;5903;18622,3637;42,8914;212;Comunitat Valenciana;Valencia/València;2020;7
13;37;996,35;50,45;4;Región de Murcia;Murcia;2020;7
54;204;2041,2;37,8;15;Comunitat Valenciana;Castellón/Castelló;2020;7
562;9980;20832,5538;36,0278;192;País Vasco;Gipuzkoa;2020;7
2;3;102;51;1;Castilla y León;Burgos;2020;7
13;16;652,1671;50,1667;3;La Rioja;La Rioja;2020;7
2;2;62,8;31,4;1;Galicia;A Coruña;2020;7
122;743;7982,616;66,2856;43;Andalucía;Cádiz;2020;7
29;126;929,1542;32,0398;10;Aragón;Zaragoza;2020;7
8;16;960,36;102,29;2;Illes Balears;Illes Balears;2020;7
4;10;393;98,25;3;Castilla - La Mancha;Guadalajara;2020;7
1353;40170;62281,3457;51,4923;485;Extremadura;Badajoz;2020;7
196;1092;24218,4763;117,8809;56;Cataluña;Lleida;2020;7
13;29;811,4352;56,4435;6;Andalucía;Granada;2020;7
90;2603;6452,508;70,6837;33;Cantabria;Cantabria;2020;7
201;3171;12214,8278;43,7461;68;Andalucía;Almería;2020;7
77;748;7587,0498;96,3245;23;Comunitat Valenciana;Alicante/Alacant;2020;7
10;16;785;78,5;2;Galicia;A Coruña;2020;8
3;12;319,5;106,5;1;Castilla - La Mancha;Cuenca;2020;8
78;648;5968,356;59,191;20;Comunidad Foral de Navarra;Navarra;2020;8
219;1669;15917,174;83,1561;70;Andalucía;Cádiz;2020;8
37;178;1475,0519;41,2114;17;Extremadura;Cáceres;2020;8
225;5513;17356,8642;64,0552;76;Comunitat Valenciana;Alicante/Alacant;2020;8
242;10594;10750,9381;47,6746;94;Extremadura;Badajoz;2020;8
17;25;1715,1064;98,7619;7;Canarias;Las Palmas;2020;8
8;21;386;48,25;4;Castilla y León;Salamanca;2020;8
13;16;1036,575;57,0525;5;Región de Murcia;Murcia;2020;8
